# Miriade.ephemcc.results
# Request:
# targetType: Comet, targetName: 1P, targetOtherName: P/Halley, Diameter: 0.00 km, Orbital period: 2.77572892E+04 d, Time of perihelion passage: 2446470.95892940 d, Dynamical class: Short-period>Halley-type, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 2190
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
1P,   1944-06-19T00:00:00.00, 127  7  3.5078, -16 34 45.0007,   35.046414844,   5.40
1P,   1944-07-09T00:00:00.00, 127  6  0.1792, -16 34 38.0070,   35.052660248,   5.40
1P,   1944-07-29T00:00:00.00, 127  4 56.8647, -16 34 31.0179,   35.058808276,   5.40
1P,   1944-08-18T00:00:00.00, 127  3 53.5617, -16 34 24.0331,   35.064859174,   5.40
1P,   1944-09-07T00:00:00.00, 127  2 50.2687, -16 34 17.0518,   35.070813266,   5.40
1P,   1944-09-27T00:00:00.00, 127  1 46.9858, -16 34 10.0736,   35.076670855,   5.40
1P,   1944-10-17T00:00:00.00, 127  0 43.7127, -16 34  3.0983,   35.082432050,   5.40
1P,   1944-11-06T00:00:00.00, 126 59 40.4491, -16 33 56.1253,   35.088097088,   5.40
1P,   1944-11-26T00:00:00.00, 126 58 37.1961, -16 33 49.1544,   35.093666109,   5.40
1P,   1944-12-16T00:00:00.00, 126 57 33.9548, -16 33 42.1856,   35.099139051,   5.40
1P,   1945-01-05T00:00:00.00, 126 56 30.7259, -16 33 35.2195,   35.104515576,   5.40
1P,   1945-01-25T00:00:00.00, 126 55 27.5069, -16 33 28.2568,   35.109795376,   5.40
1P,   1945-02-14T00:00:00.00, 126 54 24.2955, -16 33 21.2978,   35.114978381,   5.40
1P,   1945-03-06T00:00:00.00, 126 53 21.0888, -16 33 14.3424,   35.120064611,   5.40
1P,   1945-03-26T00:00:00.00, 126 52 17.8845, -16 33  7.3906,   35.125054176,   5.40
1P,   1945-04-15T00:00:00.00, 126 51 14.6791, -16 33  0.4422,   35.129947255,   5.40
1P,   1945-05-05T00:00:00.00, 126 50 11.4700, -16 32 53.4961,   35.134744410,   5.40
1P,   1945-05-25T00:00:00.00, 126 49  8.2568, -16 32 46.5512,   35.139446220,   5.40
1P,   1945-06-14T00:00:00.00, 126 48  5.0410, -16 32 39.6066,   35.144053138,   5.40
1P,   1945-07-04T00:00:00.00, 126 47  1.8240, -16 32 32.6621,   35.148565288,   5.40
1P,   1945-07-24T00:00:00.00, 126 45 58.6065, -16 32 25.7175,   35.152982787,   5.40
1P,   1945-08-13T00:00:00.00, 126 44 55.3897, -16 32 18.7726,   35.157305691,   5.40
1P,   1945-09-02T00:00:00.00, 126 43 52.1747, -16 32 11.8276,   35.161533883,   5.40
1P,   1945-09-22T00:00:00.00, 126 42 48.9618, -16 32  4.8832,   35.165667064,   5.40
1P,   1945-10-12T00:00:00.00, 126 41 45.7486, -16 31 57.9401,   35.169704952,   5.40
1P,   1945-11-01T00:00:00.00, 126 40 42.5325, -16 31 50.9982,   35.173647615,   5.40
1P,   1945-11-21T00:00:00.00, 126 39 39.3117, -16 31 44.0572,   35.177495229,   5.40
1P,   1945-12-11T00:00:00.00, 126 38 36.0849, -16 31 37.1166,   35.181248013,   5.40
1P,   1945-12-31T00:00:00.00, 126 37 32.8510, -16 31 30.1764,   35.184906079,   5.40
1P,   1946-01-20T00:00:00.00, 126 36 29.6086, -16 31 23.2357,   35.188469761,   5.40
1P,   1946-02-09T00:00:00.00, 126 35 26.3581, -16 31 16.2940,   35.191939362,   5.40
1P,   1946-03-01T00:00:00.00, 126 34 23.1005, -16 31  9.3507,   35.195315030,   5.40
1P,   1946-03-21T00:00:00.00, 126 33 19.8365, -16 31  2.4063,   35.198596642,   5.40
1P,   1946-04-10T00:00:00.00, 126 32 16.5648, -16 30 55.4611,   35.201784083,   5.40
1P,   1946-04-30T00:00:00.00, 126 31 13.2840, -16 30 48.5148,   35.204877412,   5.40
1P,   1946-05-20T00:00:00.00, 126 30  9.9928, -16 30 41.5675,   35.207876702,   5.40
1P,   1946-06-09T00:00:00.00, 126 29  6.6899, -16 30 34.6191,   35.210782046,   5.40
1P,   1946-06-29T00:00:00.00, 126 28  3.3729, -16 30 27.6695,   35.213593570,   5.40
1P,   1946-07-19T00:00:00.00, 126 27  0.0399, -16 30 20.7178,   35.216311770,   5.40
1P,   1946-08-08T00:00:00.00, 126 25 56.6910, -16 30 13.7629,   35.218937160,   5.40
1P,   1946-08-28T00:00:00.00, 126 24 53.3278, -16 30  6.8040,   35.221470137,   5.40
1P,   1946-09-17T00:00:00.00, 126 23 49.9523, -16 29 59.8410,   35.223910781,   5.40
1P,   1946-10-07T00:00:00.00, 126 22 46.5654, -16 29 52.8737,   35.226259165,   5.40
1P,   1946-10-27T00:00:00.00, 126 21 43.1686, -16 29 45.9020,   35.228515292,   5.40
1P,   1946-11-16T00:00:00.00, 126 20 39.7632, -16 29 38.9260,   35.230678978,   5.40
1P,   1946-12-06T00:00:00.00, 126 19 36.3495, -16 29 31.9467,   35.232749847,   5.40
1P,   1946-12-26T00:00:00.00, 126 18 32.9251, -16 29 24.9647,   35.234727549,   5.40
1P,   1947-01-15T00:00:00.00, 126 17 29.4868, -16 29 17.9801,   35.236612108,   5.40
1P,   1947-02-04T00:00:00.00, 126 16 26.0322, -16 29 10.9926,   35.238403705,   5.40
1P,   1947-02-24T00:00:00.00, 126 15 22.5595, -16 29  4.0014,   35.240102631,   5.40
1P,   1947-03-16T00:00:00.00, 126 14 19.0671, -16 28 57.0064,   35.241709138,   5.40
1P,   1947-04-05T00:00:00.00, 126 13 15.5535, -16 28 50.0065,   35.243223746,   5.40
1P,   1947-04-25T00:00:00.00, 126 12 12.0198, -16 28 43.0005,   35.244646952,   5.40
1P,   1947-05-15T00:00:00.00, 126 11  8.4678, -16 28 35.9877,   35.245979071,   5.40
1P,   1947-06-04T00:00:00.00, 126 10  4.8998, -16 28 28.9683,   35.247220092,   5.40
1P,   1947-06-24T00:00:00.00, 126  9  1.3159, -16 28 21.9424,   35.248369946,   5.40
1P,   1947-07-14T00:00:00.00, 126  7 57.7165, -16 28 14.9099,   35.249428652,   5.40
1P,   1947-08-03T00:00:00.00, 126  6 54.1017, -16 28  7.8709,   35.250396163,   5.40
1P,   1947-08-23T00:00:00.00, 126  5 50.4714, -16 28  0.8257,   35.251272392,   5.40
1P,   1947-09-12T00:00:00.00, 126  4 46.8238, -16 27 53.7745,   35.252057263,   5.40
1P,   1947-10-02T00:00:00.00, 126  3 43.1568, -16 27 46.7168,   35.252751075,   5.40
1P,   1947-10-22T00:00:00.00, 126  2 39.4705, -16 27 39.6517,   35.253354183,   5.40
1P,   1947-11-11T00:00:00.00, 126  1 35.7659, -16 27 32.5787,   35.253866874,   5.40
1P,   1947-12-01T00:00:00.00, 126  0 32.0442, -16 27 25.4977,   35.254289177,   5.40
1P,   1947-12-21T00:00:00.00, 125 59 28.3058, -16 27 18.4083,   35.254621172,   5.40
1P,   1948-01-10T00:00:00.00, 125 58 24.5518, -16 27 11.3104,   35.254862913,   5.40
1P,   1948-01-30T00:00:00.00, 125 57 20.7833, -16 27  4.2041,   35.255014298,   5.40
1P,   1948-02-19T00:00:00.00, 125 56 17.0006, -16 26 57.0898,   35.255075049,   5.40
1P,   1948-03-10T00:00:00.00, 125 55 13.2016, -16 26 49.9682,   35.255044908,   5.40
1P,   1948-03-30T00:00:00.00, 125 54  9.3839, -16 26 42.8390,   35.254923973,   5.40
1P,   1948-04-19T00:00:00.00, 125 53  5.5456, -16 26 35.7020,   35.254712469,   5.40
1P,   1948-05-09T00:00:00.00, 125 52  1.6856, -16 26 28.5565,   35.254410715,   5.40
1P,   1948-05-29T00:00:00.00, 125 50 57.8030, -16 26 21.4020,   35.254018983,   5.40
1P,   1948-06-18T00:00:00.00, 125 49 53.8971, -16 26 14.2375,   35.253537807,   5.40
1P,   1948-07-08T00:00:00.00, 125 48 49.9698, -16 26  7.0619,   35.252967686,   5.40
1P,   1948-07-28T00:00:00.00, 125 47 46.0239, -16 25 59.8746,   35.252308910,   5.40
1P,   1948-08-17T00:00:00.00, 125 46 42.0627, -16 25 52.6755,   35.251561420,   5.40
1P,   1948-09-06T00:00:00.00, 125 45 38.0873, -16 25 45.4649,   35.250725057,   5.40
1P,   1948-09-26T00:00:00.00, 125 44 34.0991, -16 25 38.2431,   35.249799705,   5.40
1P,   1948-10-16T00:00:00.00, 125 43 30.0989, -16 25 31.0102,   35.248785138,   5.40
1P,   1948-11-05T00:00:00.00, 125 42 26.0869, -16 25 23.7670,   35.247681060,   5.40
1P,   1948-11-25T00:00:00.00, 125 41 22.0610, -16 25 16.5140,   35.246487191,   5.40
1P,   1948-12-15T00:00:00.00, 125 40 18.0188, -16 25  9.2509,   35.245203669,   5.40
1P,   1949-01-04T00:00:00.00, 125 39 13.9591, -16 25  1.9772,   35.243830762,   5.40
1P,   1949-01-24T00:00:00.00, 125 38  9.8821, -16 24 54.6921,   35.242368759,   5.40
1P,   1949-02-13T00:00:00.00, 125 37  5.7884, -16 24 47.3954,   35.240817777,   5.40
1P,   1949-03-05T00:00:00.00, 125 36  1.6778, -16 24 40.0866,   35.239178046,   5.40
1P,   1949-03-25T00:00:00.00, 125 34 57.5519, -16 24 32.7650,   35.237449790,   5.40
1P,   1949-04-14T00:00:00.00, 125 33 53.4126, -16 24 25.4304,   35.235633053,   5.40
1P,   1949-05-04T00:00:00.00, 125 32 49.2617, -16 24 18.0832,   35.233727646,   5.40
1P,   1949-05-24T00:00:00.00, 125 31 45.0985, -16 24 10.7240,   35.231733323,   5.40
1P,   1949-06-13T00:00:00.00, 125 30 40.9222, -16 24  3.3525,   35.229650105,   5.40
1P,   1949-07-03T00:00:00.00, 125 29 36.7322, -16 23 55.9688,   35.227478066,   5.40
1P,   1949-07-23T00:00:00.00, 125 28 32.5286, -16 23 48.5725,   35.225217331,   5.40
1P,   1949-08-12T00:00:00.00, 125 27 28.3108, -16 23 41.1635,   35.222867970,   5.40
1P,   1949-09-01T00:00:00.00, 125 26 24.0786, -16 23 33.7412,   35.220430335,   5.40
1P,   1949-09-21T00:00:00.00, 125 25 19.8337, -16 23 26.3047,   35.217904755,   5.40
1P,   1949-10-11T00:00:00.00, 125 24 15.5790, -16 23 18.8534,   35.215291376,   5.40
1P,   1949-10-31T00:00:00.00, 125 23 11.3178, -16 23 11.3877,   35.212590004,   5.40
1P,   1949-11-20T00:00:00.00, 125 22  7.0510, -16 23  3.9081,   35.209800366,   5.40
1P,   1949-12-10T00:00:00.00, 125 21  2.7799, -16 22 56.4146,   35.206922229,   5.40
1P,   1949-12-30T00:00:00.00, 125 19 58.5052, -16 22 48.9080,   35.203955259,   5.40
1P,   1950-01-19T00:00:00.00, 125 18 54.2266, -16 22 41.3888,   35.200899065,   5.40
1P,   1950-02-08T00:00:00.00, 125 17 49.9416, -16 22 33.8578,   35.197753297,   5.40
1P,   1950-02-28T00:00:00.00, 125 16 45.6474, -16 22 26.3148,   35.194518061,   5.40
1P,   1950-03-20T00:00:00.00, 125 15 41.3424, -16 22 18.7591,   35.191193634,   5.40
1P,   1950-04-09T00:00:00.00, 125 14 37.0267, -16 22 11.1901,   35.187780353,   5.40
1P,   1950-04-29T00:00:00.00, 125 13 32.7010, -16 22  3.6073,   35.184278398,   5.40
1P,   1950-05-19T00:00:00.00, 125 12 28.3657, -16 21 56.0100,   35.180688063,   5.40
1P,   1950-06-08T00:00:00.00, 125 11 24.0233, -16 21 48.3976,   35.177009594,   5.40
1P,   1950-06-28T00:00:00.00, 125 10 19.6768, -16 21 40.7699,   35.173243009,   5.40
1P,   1950-07-18T00:00:00.00, 125  9 15.3293, -16 21 33.1272,   35.169388023,   5.40
1P,   1950-08-07T00:00:00.00, 125  8 10.9814, -16 21 25.4705,   35.165444227,   5.40
1P,   1950-08-27T00:00:00.00, 125  7  6.6331, -16 21 17.7999,   35.161411412,   5.40
1P,   1950-09-16T00:00:00.00, 125  6  2.2846, -16 21 10.1158,   35.157289369,   5.40
1P,   1950-10-06T00:00:00.00, 125  4 57.9357, -16 21  2.4185,   35.153077918,   5.40
1P,   1950-10-26T00:00:00.00, 125  3 53.5856, -16 20 54.7084,   35.148776847,   5.40
1P,   1950-11-15T00:00:00.00, 125  2 49.2329, -16 20 46.9852,   35.144386274,   5.40
1P,   1950-12-05T00:00:00.00, 125  1 44.8784, -16 20 39.2483,   35.139906362,   5.40
1P,   1950-12-25T00:00:00.00, 125  0 40.5236, -16 20 31.4973,   35.135337166,   5.40
1P,   1951-01-14T00:00:00.00, 124 59 36.1707, -16 20 23.7326,   35.130678468,   5.40
1P,   1951-02-03T00:00:00.00, 124 58 31.8198, -16 20 15.9545,   35.125930026,   5.40
1P,   1951-02-23T00:00:00.00, 124 57 27.4718, -16 20  8.1630,   35.121091667,   5.40
1P,   1951-03-15T00:00:00.00, 124 56 23.1273, -16 20  0.3587,   35.116163108,   5.40
1P,   1951-04-04T00:00:00.00, 124 55 18.7866, -16 19 52.5420,   35.111143975,   5.40
1P,   1951-04-24T00:00:00.00, 124 54 14.4475, -16 19 44.7139,   35.106033892,   5.40
1P,   1951-05-14T00:00:00.00, 124 53 10.1077, -16 19 36.8742,   35.100832886,   5.40
1P,   1951-06-03T00:00:00.00, 124 52  5.7662, -16 19 29.0225,   35.095541118,   5.40
1P,   1951-06-23T00:00:00.00, 124 51  1.4229, -16 19 21.1582,   35.090158793,   5.40
1P,   1951-07-13T00:00:00.00, 124 49 57.0789, -16 19 13.2814,   35.084685959,   5.40
1P,   1951-08-02T00:00:00.00, 124 48 52.7344, -16 19  5.3914,   35.079122779,   5.40
1P,   1951-08-22T00:00:00.00, 124 47 48.3920, -16 18 57.4878,   35.073469364,   5.40
1P,   1951-09-11T00:00:00.00, 124 46 44.0547, -16 18 49.5707,   35.067725579,   5.40
1P,   1951-10-01T00:00:00.00, 124 45 39.7256, -16 18 41.6407,   35.061890962,   5.40
1P,   1951-10-21T00:00:00.00, 124 44 35.4049, -16 18 33.6990,   35.055964911,   5.40
1P,   1951-11-10T00:00:00.00, 124 43 31.0923, -16 18 25.7461,   35.049946995,   5.40
1P,   1951-11-30T00:00:00.00, 124 42 26.7872, -16 18 17.7828,   35.043836774,   5.40
1P,   1951-12-20T00:00:00.00, 124 41 22.4882, -16 18  9.8097,   35.037633860,   5.40
1P,   1952-01-09T00:00:00.00, 124 40 18.1926, -16 18  1.8276,   35.031337890,   5.40
1P,   1952-01-29T00:00:00.00, 124 39 13.8974, -16 17 53.8362,   35.024948920,   5.40
1P,   1952-02-18T00:00:00.00, 124 38  9.6015, -16 17 45.8349,   35.018467142,   5.40
1P,   1952-03-09T00:00:00.00, 124 37  5.3052, -16 17 37.8232,   35.011892715,   5.40
1P,   1952-03-29T00:00:00.00, 124 36  1.0096, -16 17 29.8011,   35.005225566,   5.40
1P,   1952-04-18T00:00:00.00, 124 34 56.7147, -16 17 21.7687,   34.998465608,   5.40
1P,   1952-05-08T00:00:00.00, 124 33 52.4215, -16 17 13.7257,   34.991612782,   5.40
1P,   1952-05-28T00:00:00.00, 124 32 48.1314, -16 17  5.6726,   34.984666854,   5.40
1P,   1952-06-17T00:00:00.00, 124 31 43.8451, -16 16 57.6099,   34.977627414,   5.40
1P,   1952-07-07T00:00:00.00, 124 30 39.5613, -16 16 49.5387,   34.970493973,   5.40
1P,   1952-07-27T00:00:00.00, 124 29 35.2778, -16 16 41.4591,   34.963266387,   5.40
1P,   1952-08-16T00:00:00.00, 124 28 30.9934, -16 16 33.3711,   34.955944609,   5.40
1P,   1952-09-05T00:00:00.00, 124 27 26.7076, -16 16 25.2745,   34.948528640,   5.40
1P,   1952-09-25T00:00:00.00, 124 26 22.4202, -16 16 17.1696,   34.941018355,   5.40
1P,   1952-10-15T00:00:00.00, 124 25 18.1304, -16 16  9.0561,   34.933413791,   5.40
1P,   1952-11-04T00:00:00.00, 124 24 13.8395, -16 16  0.9336,   34.925714969,   5.40
1P,   1952-11-24T00:00:00.00, 124 23  9.5491, -16 15 52.8022,   34.917921702,   5.40
1P,   1952-12-14T00:00:00.00, 124 22  5.2609, -16 15 44.6627,   34.910033510,   5.40
1P,   1953-01-03T00:00:00.00, 124 21  0.9741, -16 15 36.5160,   34.902049807,   5.40
1P,   1953-01-23T00:00:00.00, 124 19 56.6873, -16 15 28.3627,   34.893970194,   5.40
1P,   1953-02-12T00:00:00.00, 124 18 52.3986, -16 15 20.2034,   34.885794283,   5.40
1P,   1953-03-04T00:00:00.00, 124 17 48.1058, -16 15 12.0387,   34.877521743,   5.40
1P,   1953-03-24T00:00:00.00, 124 16 43.8054, -16 15  3.8691,   34.869152287,   5.40
1P,   1953-04-13T00:00:00.00, 124 15 39.4936, -16 14 55.6944,   34.860686068,   5.40
1P,   1953-05-03T00:00:00.00, 124 14 35.1687, -16 14 47.5136,   34.852123382,   5.40
1P,   1953-05-23T00:00:00.00, 124 13 30.8306, -16 14 39.3262,   34.843464497,   5.40
1P,   1953-06-12T00:00:00.00, 124 12 26.4805, -16 14 31.1319,   34.834709438,   5.40
1P,   1953-07-02T00:00:00.00, 124 11 22.1183, -16 14 22.9306,   34.825858193,   5.40
1P,   1953-07-22T00:00:00.00, 124 10 17.7454, -16 14 14.7221,   34.816910735,   5.40
1P,   1953-08-11T00:00:00.00, 124  9 13.3634, -16 14  6.5066,   34.807866814,   5.40
1P,   1953-08-31T00:00:00.00, 124  8  8.9735, -16 13 58.2850,   34.798725947,   5.40
1P,   1953-09-20T00:00:00.00, 124  7  4.5741, -16 13 50.0583,   34.789487527,   5.40
1P,   1953-10-10T00:00:00.00, 124  6  0.1628, -16 13 41.8271,   34.780151253,   5.40
1P,   1953-10-30T00:00:00.00, 124  4 55.7374, -16 13 33.5915,   34.770716921,   5.40
1P,   1953-11-19T00:00:00.00, 124  3 51.2960, -16 13 25.3517,   34.761184405,   5.40
1P,   1953-12-09T00:00:00.00, 124  2 46.8366, -16 13 17.1079,   34.751553527,   5.40
1P,   1953-12-29T00:00:00.00, 124  1 42.3565, -16 13  8.8599,   34.741824361,   5.40
1P,   1954-01-18T00:00:00.00, 124  0 37.8551, -16 13  0.6070,   34.731997058,   5.40
1P,   1954-02-07T00:00:00.00, 123 59 33.3325, -16 12 52.3489,   34.722071635,   5.40
1P,   1954-02-27T00:00:00.00, 123 58 28.7895, -16 12 44.0859,   34.712047864,   5.40
1P,   1954-03-19T00:00:00.00, 123 57 24.2248, -16 12 35.8185,   34.701925427,   5.40
1P,   1954-04-08T00:00:00.00, 123 56 19.6371, -16 12 27.5467,   34.691704164,   5.40
1P,   1954-04-28T00:00:00.00, 123 55 15.0251, -16 12 19.2709,   34.681383865,   5.40
1P,   1954-05-18T00:00:00.00, 123 54 10.3873, -16 12 10.9914,   34.670964304,   5.40
1P,   1954-06-07T00:00:00.00, 123 53  5.7206, -16 12  2.7087,   34.660445236,   5.40
1P,   1954-06-27T00:00:00.00, 123 52  1.0218, -16 11 54.4225,   34.649826814,   5.40
1P,   1954-07-17T00:00:00.00, 123 50 56.2890, -16 11 46.1319,   34.639109322,   5.40
1P,   1954-08-06T00:00:00.00, 123 49 51.5223, -16 11 37.8364,   34.628293016,   5.40
1P,   1954-08-26T00:00:00.00, 123 48 46.7225, -16 11 29.5357,   34.617377921,   5.40
1P,   1954-09-15T00:00:00.00, 123 47 41.8894, -16 11 21.2296,   34.606364037,   5.40
1P,   1954-10-05T00:00:00.00, 123 46 37.0242, -16 11 12.9178,   34.595251344,   5.40
1P,   1954-10-25T00:00:00.00, 123 45 32.1283, -16 11  4.6007,   34.584039589,   5.40
1P,   1954-11-14T00:00:00.00, 123 44 27.2025, -16 10 56.2788,   34.572728274,   5.40
1P,   1954-12-04T00:00:00.00, 123 43 22.2448, -16 10 47.9534,   34.561316773,   5.40
1P,   1954-12-24T00:00:00.00, 123 42 17.2522, -16 10 39.6249,   34.549804770,   5.40
1P,   1955-01-13T00:00:00.00, 123 41 12.2214, -16 10 31.2936,   34.538192070,   5.40
1P,   1955-02-02T00:00:00.00, 123 40  7.1494, -16 10 22.9593,   34.526478608,   5.40
1P,   1955-02-22T00:00:00.00, 123 39  2.0330, -16 10 14.6223,   34.514664340,   5.40
1P,   1955-03-14T00:00:00.00, 123 37 56.8685, -16 10  6.2817,   34.502749546,   5.40
1P,   1955-04-03T00:00:00.00, 123 36 51.6549, -16  9 57.9366,   34.490734624,   5.40
1P,   1955-04-23T00:00:00.00, 123 35 46.3924, -16  9 49.5862,   34.478619851,   5.40
1P,   1955-05-13T00:00:00.00, 123 34 41.0823, -16  9 41.2302,   34.466405231,   5.40
1P,   1955-06-02T00:00:00.00, 123 33 35.7243, -16  9 32.8689,   34.454090631,   5.40
1P,   1955-06-22T00:00:00.00, 123 32 30.3183, -16  9 24.5020,   34.441676001,   5.40
1P,   1955-07-12T00:00:00.00, 123 31 24.8643, -16  9 16.1297,   34.429161156,   5.40
1P,   1955-08-01T00:00:00.00, 123 30 19.3619, -16  9  7.7524,   34.416545818,   5.40
1P,   1955-08-21T00:00:00.00, 123 29 13.8088, -16  8 59.3709,   34.403829632,   5.40
1P,   1955-09-10T00:00:00.00, 123 28  8.2017, -16  8 50.9849,   34.391012622,   5.40
1P,   1955-09-30T00:00:00.00, 123 27  2.5387, -16  8 42.5940,   34.378094941,   5.40
1P,   1955-10-20T00:00:00.00, 123 25 56.8191, -16  8 34.1976,   34.365076760,   5.40
1P,   1955-11-09T00:00:00.00, 123 24 51.0428, -16  8 25.7955,   34.351958066,   5.40
1P,   1955-11-29T00:00:00.00, 123 23 45.2086, -16  8 17.3875,   34.338738889,   5.40
1P,   1955-12-19T00:00:00.00, 123 22 39.3169, -16  8  8.9731,   34.325419289,   5.40
1P,   1956-01-08T00:00:00.00, 123 21 33.3681, -16  8  0.5523,   34.311999139,   5.40
1P,   1956-01-28T00:00:00.00, 123 20 27.3628, -16  7 52.1255,   34.298478099,   5.40
1P,   1956-02-17T00:00:00.00, 123 19 21.2986, -16  7 43.6934,   34.284855720,   5.40
1P,   1956-03-08T00:00:00.00, 123 18 15.1726, -16  7 35.2561,   34.271131856,   5.40
1P,   1956-03-28T00:00:00.00, 123 17  8.9819, -16  7 26.8137,   34.257306458,   5.40
1P,   1956-04-17T00:00:00.00, 123 16  2.7240, -16  7 18.3659,   34.243379584,   5.40
1P,   1956-05-07T00:00:00.00, 123 14 56.3960, -16  7  9.9124,   34.229351291,   5.40
1P,   1956-05-27T00:00:00.00, 123 13 49.9949, -16  7  1.4526,   34.215221958,   5.40
1P,   1956-06-16T00:00:00.00, 123 12 43.5201, -16  6 52.9852,   34.200992064,   5.40
1P,   1956-07-06T00:00:00.00, 123 11 36.9726, -16  6 44.5091,   34.186661953,   5.40
1P,   1956-07-26T00:00:00.00, 123 10 30.3546, -16  6 36.0242,   34.172231673,   5.40
1P,   1956-08-15T00:00:00.00, 123  9 23.6666, -16  6 27.5304,   34.157701107,   5.40
1P,   1956-09-04T00:00:00.00, 123  8 16.9095, -16  6 19.0276,   34.143070176,   5.40
1P,   1956-09-24T00:00:00.00, 123  7 10.0839, -16  6 10.5160,   34.128338620,   5.40
1P,   1956-10-14T00:00:00.00, 123  6  3.1901, -16  6  1.9961,   34.113506040,   5.40
1P,   1956-11-03T00:00:00.00, 123  4 56.2258, -16  5 53.4690,   34.098571939,   5.40
1P,   1956-11-23T00:00:00.00, 123  3 49.1873, -16  5 44.9346,   34.083536200,   5.40
1P,   1956-12-13T00:00:00.00, 123  2 42.0719, -16  5 36.3927,   34.068398883,   5.40
1P,   1957-01-02T00:00:00.00, 123  1 34.8776, -16  5 27.8426,   34.053160133,   5.40
1P,   1957-01-22T00:00:00.00, 123  0 27.6031, -16  5 19.2841,   34.037820014,   5.40
1P,   1957-02-11T00:00:00.00, 122 59 20.2463, -16  5 10.7166,   34.022378721,   5.40
1P,   1957-03-03T00:00:00.00, 122 58 12.8068, -16  5  2.1392,   34.006836536,   5.40
1P,   1957-03-23T00:00:00.00, 122 57  5.2856, -16  4 53.5513,   33.991193576,   5.40
1P,   1957-04-12T00:00:00.00, 122 55 57.6836, -16  4 44.9529,   33.975449724,   5.40
1P,   1957-05-02T00:00:00.00, 122 54 49.9999, -16  4 36.3444,   33.959604702,   5.40
1P,   1957-05-22T00:00:00.00, 122 53 42.2328, -16  4 27.7257,   33.943658455,   5.40
1P,   1957-06-11T00:00:00.00, 122 52 34.3811, -16  4 19.0968,   33.927610934,   5.40
1P,   1957-07-01T00:00:00.00, 122 51 26.4433, -16  4 10.4574,   33.911462126,   5.40
1P,   1957-07-21T00:00:00.00, 122 50 18.4174, -16  4  1.8076,   33.895211979,   5.40
1P,   1957-08-10T00:00:00.00, 122 49 10.3008, -16  3 53.1467,   33.878860758,   5.40
1P,   1957-08-30T00:00:00.00, 122 48  2.0930, -16  3 44.4738,   33.862408839,   5.40
1P,   1957-09-19T00:00:00.00, 122 46 53.7952, -16  3 35.7878,   33.845856489,   5.40
1P,   1957-10-09T00:00:00.00, 122 45 45.4093, -16  3 27.0886,   33.829203699,   5.40
1P,   1957-10-29T00:00:00.00, 122 44 36.9356, -16  3 18.3762,   33.812450315,   5.40
1P,   1957-11-18T00:00:00.00, 122 43 28.3749, -16  3  9.6503,   33.795596236,   5.40
1P,   1957-12-08T00:00:00.00, 122 42 19.7278, -16  3  0.9113,   33.778641181,   5.40
1P,   1957-12-28T00:00:00.00, 122 41 10.9941, -16  2 52.1595,   33.761584741,   5.40
1P,   1958-01-17T00:00:00.00, 122 40  2.1713, -16  2 43.3960,   33.744426423,   5.40
1P,   1958-02-06T00:00:00.00, 122 38 53.2552, -16  2 34.6205,   33.727166145,   5.40
1P,   1958-02-26T00:00:00.00, 122 37 44.2426, -16  2 25.8328,   33.709804030,   5.40
1P,   1958-03-18T00:00:00.00, 122 36 35.1313, -16  2 17.0319,   33.692340336,   5.40
1P,   1958-04-07T00:00:00.00, 122 35 25.9199, -16  2  8.2174,   33.674775272,   5.40
1P,   1958-04-27T00:00:00.00, 122 34 16.6065, -16  1 59.3882,   33.657109201,   5.40
1P,   1958-05-17T00:00:00.00, 122 33  7.1917, -16  1 50.5433,   33.639342560,   5.40
1P,   1958-06-06T00:00:00.00, 122 31 57.6774, -16  1 41.6816,   33.621475582,   5.40
1P,   1958-06-26T00:00:00.00, 122 30 48.0661, -16  1 32.8030,   33.603508212,   5.40
1P,   1958-07-16T00:00:00.00, 122 29 38.3582, -16  1 23.9079,   33.585440167,   5.40
1P,   1958-08-05T00:00:00.00, 122 28 28.5538, -16  1 14.9962,   33.567271316,   5.40
1P,   1958-08-25T00:00:00.00, 122 27 18.6525, -16  1  6.0680,   33.549001463,   5.40
1P,   1958-09-14T00:00:00.00, 122 26  8.6540, -16  0 57.1235,   33.530630399,   5.40
