# Miriade.ephemcc.results
# Request:
# targetType: Comet, targetName: 1P, targetOtherName: P/Halley, Diameter: 0.00 km, Orbital period: 2.77572892E+04 d, Time of perihelion passage: 2446470.95892940 d, Dynamical class: Short-period>Halley-type, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 2190
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
1P,   1929-09-26T00:00:00.00, 132 34 43.0293, -17  6 26.2365,   29.718530034,   5.40
1P,   1929-10-16T00:00:00.00, 132 33 13.4898, -17  6 18.5835,   29.753337459,   5.40
1P,   1929-11-05T00:00:00.00, 132 31 44.1917, -17  6 10.9416,   29.788014112,   5.40
1P,   1929-11-25T00:00:00.00, 132 30 15.1298, -17  6  3.3112,   29.822560111,   5.40
1P,   1929-12-15T00:00:00.00, 132 28 46.3002, -17  5 55.6918,   29.856975857,   5.40
1P,   1930-01-04T00:00:00.00, 132 27 17.7007, -17  5 48.0829,   29.891261771,   5.40
1P,   1930-01-24T00:00:00.00, 132 25 49.3304, -17  5 40.4844,   29.925418153,   5.40
1P,   1930-02-13T00:00:00.00, 132 24 21.1873, -17  5 32.8966,   29.959445136,   5.40
1P,   1930-03-05T00:00:00.00, 132 22 53.2697, -17  5 25.3192,   29.993343008,   5.40
1P,   1930-03-25T00:00:00.00, 132 21 25.5766, -17  5 17.7524,   30.027111937,   5.40
1P,   1930-04-14T00:00:00.00, 132 19 58.1073, -17  5 10.1966,   30.060751965,   5.40
1P,   1930-05-04T00:00:00.00, 132 18 30.8591, -17  5  2.6531,   30.094262935,   5.40
1P,   1930-05-24T00:00:00.00, 132 17  3.8273, -17  4 55.1222,   30.127644937,   5.40
1P,   1930-06-13T00:00:00.00, 132 15 37.0078, -17  4 47.6038,   30.160898275,   5.40
1P,   1930-07-03T00:00:00.00, 132 14 10.3975, -17  4 40.0976,   30.194023353,   5.40
1P,   1930-07-23T00:00:00.00, 132 12 43.9942, -17  4 32.6034,   30.227020541,   5.40
1P,   1930-08-12T00:00:00.00, 132 11 17.7949, -17  4 25.1209,   30.259890242,   5.40
1P,   1930-09-01T00:00:00.00, 132  9 51.7987, -17  4 17.6491,   30.292633026,   5.40
1P,   1930-09-21T00:00:00.00, 132  8 26.0061, -17  4 10.1876,   30.325249302,   5.40
1P,   1930-10-11T00:00:00.00, 132  7  0.4186, -17  4  2.7365,   30.357739221,   5.40
1P,   1930-10-31T00:00:00.00, 132  5 35.0364, -17  3 55.2967,   30.390102599,   5.40
1P,   1930-11-20T00:00:00.00, 132  4  9.8575, -17  3 47.8689,   30.422339361,   5.40
1P,   1930-12-10T00:00:00.00, 132  2 44.8801, -17  3 40.4538,   30.454449400,   5.40
1P,   1930-12-30T00:00:00.00, 132  1 20.1011, -17  3 33.0522,   30.486432608,   5.40
1P,   1931-01-19T00:00:00.00, 131 59 55.5166, -17  3 25.6651,   30.518288835,   5.40
1P,   1931-02-08T00:00:00.00, 131 58 31.1201, -17  3 18.2928,   30.550018230,   5.40
1P,   1931-02-28T00:00:00.00, 131 57  6.9068, -17  3 10.9346,   30.581621293,   5.40
1P,   1931-03-20T00:00:00.00, 131 55 42.8734, -17  3  3.5896,   30.613098609,   5.40
1P,   1931-04-09T00:00:00.00, 131 54 19.0187, -17  2 56.2572,   30.644450690,   5.40
1P,   1931-04-29T00:00:00.00, 131 52 55.3409, -17  2 48.9369,   30.675677903,   5.40
1P,   1931-05-19T00:00:00.00, 131 51 31.8389, -17  2 41.6282,   30.706780745,   5.40
1P,   1931-06-08T00:00:00.00, 131 50  8.5131, -17  2 34.3306,   30.737759549,   5.40
1P,   1931-06-28T00:00:00.00, 131 48 45.3641, -17  2 27.0443,   30.768614449,   5.40
1P,   1931-07-18T00:00:00.00, 131 47 22.3909, -17  2 19.7702,   30.799345305,   5.40
1P,   1931-08-07T00:00:00.00, 131 45 59.5903, -17  2 12.5089,   30.829952151,   5.40
1P,   1931-08-27T00:00:00.00, 131 44 36.9594, -17  2  5.2605,   30.860435177,   5.40
1P,   1931-09-16T00:00:00.00, 131 43 14.4954, -17  1 58.0247,   30.890794638,   5.40
1P,   1931-10-06T00:00:00.00, 131 41 52.1962, -17  1 50.8018,   30.921030762,   5.40
1P,   1931-10-26T00:00:00.00, 131 40 30.0584, -17  1 43.5915,   30.951143849,   5.40
1P,   1931-11-15T00:00:00.00, 131 39  8.0801, -17  1 36.3929,   30.981134420,   5.40
1P,   1931-12-05T00:00:00.00, 131 37 46.2610, -17  1 29.2055,   31.011002883,   5.40
1P,   1931-12-25T00:00:00.00, 131 36 24.6019, -17  1 22.0291,   31.040749447,   5.40
1P,   1932-01-14T00:00:00.00, 131 35  3.1021, -17  1 14.8645,   31.070374036,   5.40
1P,   1932-02-03T00:00:00.00, 131 33 41.7594, -17  1  7.7118,   31.099876718,   5.40
1P,   1932-02-23T00:00:00.00, 131 32 20.5718, -17  1  0.5713,   31.129257546,   5.40
1P,   1932-03-14T00:00:00.00, 131 30 59.5370, -17  0 53.4434,   31.158516557,   5.40
1P,   1932-04-03T00:00:00.00, 131 29 38.6516, -17  0 46.3288,   31.187653730,   5.40
1P,   1932-04-23T00:00:00.00, 131 28 17.9099, -17  0 39.2275,   31.216669319,   5.40
1P,   1932-05-13T00:00:00.00, 131 26 57.3078, -17  0 32.1386,   31.245563909,   5.40
1P,   1932-06-02T00:00:00.00, 131 25 36.8431, -17  0 25.0610,   31.274338156,   5.40
1P,   1932-06-22T00:00:00.00, 131 24 16.5153, -17  0 17.9939,   31.302992636,   5.40
1P,   1932-07-12T00:00:00.00, 131 22 56.3235, -17  0 10.9370,   31.331527768,   5.40
1P,   1932-08-01T00:00:00.00, 131 21 36.2678, -17  0  3.8892,   31.359944087,   5.40
1P,   1932-08-21T00:00:00.00, 131 20 16.3495, -16 59 56.8501,   31.388241927,   5.40
1P,   1932-09-10T00:00:00.00, 131 18 56.5704, -16 59 49.8199,   31.416421386,   5.40
1P,   1932-09-30T00:00:00.00, 131 17 36.9305, -16 59 42.7997,   31.444482242,   5.40
1P,   1932-10-20T00:00:00.00, 131 16 17.4274, -16 59 35.7900,   31.472424410,   5.40
1P,   1932-11-09T00:00:00.00, 131 14 58.0585, -16 59 28.7911,   31.500247926,   5.40
1P,   1932-11-29T00:00:00.00, 131 13 38.8209, -16 59 21.8033,   31.527952896,   5.40
1P,   1932-12-19T00:00:00.00, 131 12 19.7117, -16 59 14.8268,   31.555539435,   5.40
1P,   1933-01-08T00:00:00.00, 131 11  0.7265, -16 59  7.8614,   31.583007818,   5.40
1P,   1933-01-28T00:00:00.00, 131  9 41.8622, -16 59  0.9062,   31.610358627,   5.40
1P,   1933-02-17T00:00:00.00, 131  8 23.1177, -16 58 53.9602,   31.637592420,   5.40
1P,   1933-03-09T00:00:00.00, 131  7  4.4932, -16 58 47.0228,   31.664709617,   5.40
1P,   1933-03-29T00:00:00.00, 131  5 45.9881, -16 58 40.0940,   31.691710382,   5.40
1P,   1933-04-18T00:00:00.00, 131  4 27.6015, -16 58 33.1737,   31.718595011,   5.40
1P,   1933-05-08T00:00:00.00, 131  3  9.3327, -16 58 26.2615,   31.745363727,   5.40
1P,   1933-05-28T00:00:00.00, 131  1 51.1811, -16 58 19.3577,   31.772016662,   5.40
1P,   1933-06-17T00:00:00.00, 131  0 33.1451, -16 58 12.4629,   31.798553803,   5.40
1P,   1933-07-07T00:00:00.00, 130 59 15.2206, -16 58  5.5770,   31.824975349,   5.40
1P,   1933-07-27T00:00:00.00, 130 57 57.4050, -16 57 58.6995,   31.851281783,   5.40
1P,   1933-08-16T00:00:00.00, 130 56 39.6964, -16 57 51.8295,   31.877473653,   5.40
1P,   1933-09-05T00:00:00.00, 130 55 22.0950, -16 57 44.9663,   31.903551432,   5.40
1P,   1933-09-25T00:00:00.00, 130 54  4.5999, -16 57 38.1097,   31.929515467,   5.40
1P,   1933-10-15T00:00:00.00, 130 52 47.2114, -16 57 31.2587,   31.955366236,   5.40
1P,   1933-11-04T00:00:00.00, 130 51 29.9308, -16 57 24.4130,   31.981104034,   5.40
1P,   1933-11-24T00:00:00.00, 130 50 12.7600, -16 57 17.5727,   32.006728925,   5.40
1P,   1933-12-14T00:00:00.00, 130 48 55.6991, -16 57 10.7387,   32.032240662,   5.40
1P,   1934-01-03T00:00:00.00, 130 47 38.7454, -16 57  3.9117,   32.057639149,   5.40
1P,   1934-01-23T00:00:00.00, 130 46 21.8965, -16 56 57.0918,   32.082924417,   5.40
1P,   1934-02-12T00:00:00.00, 130 45  5.1493, -16 56 50.2793,   32.108096591,   5.40
1P,   1934-03-04T00:00:00.00, 130 43 48.5006, -16 56 43.4741,   32.133155839,   5.40
1P,   1934-03-24T00:00:00.00, 130 42 31.9460, -16 56 36.6761,   32.158102535,   5.40
1P,   1934-04-13T00:00:00.00, 130 41 15.4825, -16 56 29.8838,   32.182937396,   5.40
1P,   1934-05-03T00:00:00.00, 130 39 59.1096, -16 56 23.0960,   32.207661132,   5.40
1P,   1934-05-23T00:00:00.00, 130 38 42.8284, -16 56 16.3119,   32.232274303,   5.40
1P,   1934-06-12T00:00:00.00, 130 37 26.6396, -16 56  9.5312,   32.256777189,   5.40
1P,   1934-07-02T00:00:00.00, 130 36 10.5436, -16 56  2.7534,   32.281170151,   5.40
1P,   1934-07-22T00:00:00.00, 130 34 54.5417, -16 55 55.9782,   32.305453412,   5.40
1P,   1934-08-11T00:00:00.00, 130 33 38.6349, -16 55 49.2060,   32.329627030,   5.40
1P,   1934-08-31T00:00:00.00, 130 32 22.8230, -16 55 42.4374,   32.353690854,   5.40
1P,   1934-09-20T00:00:00.00, 130 31  7.1032, -16 55 35.6729,   32.377644895,   5.40
1P,   1934-10-10T00:00:00.00, 130 29 51.4730, -16 55 28.9123,   32.401489427,   5.40
1P,   1934-10-30T00:00:00.00, 130 28 35.9307, -16 55 22.1550,   32.425224801,   5.40
1P,   1934-11-19T00:00:00.00, 130 27 20.4757, -16 55 15.4007,   32.448851341,   5.40
1P,   1934-12-09T00:00:00.00, 130 26  5.1063, -16 55  8.6491,   32.472369320,   5.40
1P,   1934-12-29T00:00:00.00, 130 24 49.8219, -16 55  1.8995,   32.495779217,   5.40
1P,   1935-01-18T00:00:00.00, 130 23 34.6231, -16 54 55.1512,   32.519081397,   5.40
1P,   1935-02-07T00:00:00.00, 130 22 19.5111, -16 54 48.4040,   32.542276049,   5.40
1P,   1935-02-27T00:00:00.00, 130 21  4.4861, -16 54 41.6584,   32.565363081,   5.40
1P,   1935-03-19T00:00:00.00, 130 19 49.5462, -16 54 34.9148,   32.588342557,   5.40
1P,   1935-04-08T00:00:00.00, 130 18 34.6897, -16 54 28.1730,   32.611214631,   5.40
1P,   1935-04-28T00:00:00.00, 130 17 19.9149, -16 54 21.4329,   32.633979500,   5.40
1P,   1935-05-18T00:00:00.00, 130 16  5.2198, -16 54 14.6947,   32.656637352,   5.40
1P,   1935-06-07T00:00:00.00, 130 14 50.6011, -16 54  7.9579,   32.679188555,   5.40
1P,   1935-06-27T00:00:00.00, 130 13 36.0568, -16 54  1.2215,   32.701633795,   5.40
1P,   1935-07-17T00:00:00.00, 130 12 21.5872, -16 53 54.4841,   32.723973748,   5.40
1P,   1935-08-06T00:00:00.00, 130 11  7.1943, -16 53 47.7450,   32.746208938,   5.40
1P,   1935-08-26T00:00:00.00, 130  9 52.8795, -16 53 41.0039,   32.768339599,   5.40
1P,   1935-09-15T00:00:00.00, 130  8 38.6442, -16 53 34.2604,   32.790366036,   5.40
1P,   1935-10-05T00:00:00.00, 130  7 24.4904, -16 53 27.5143,   32.812288383,   5.40
1P,   1935-10-25T00:00:00.00, 130  6 10.4200, -16 53 20.7661,   32.834106582,   5.40
1P,   1935-11-14T00:00:00.00, 130  4 56.4331, -16 53 14.0167,   32.855820333,   5.40
1P,   1935-12-04T00:00:00.00, 130  3 42.5271, -16 53  7.2669,   32.877429493,   5.40
1P,   1935-12-24T00:00:00.00, 130  2 28.6994, -16 53  0.5165,   32.898934191,   5.40
1P,   1936-01-13T00:00:00.00, 130  1 14.9477, -16 52 53.7653,   32.920334684,   5.40
1P,   1936-02-02T00:00:00.00, 130  0  1.2702, -16 52 47.0130,   32.941631279,   5.40
1P,   1936-02-22T00:00:00.00, 129 58 47.6648, -16 52 40.2591,   32.962824325,   5.40
1P,   1936-03-13T00:00:00.00, 129 57 34.1302, -16 52 33.5026,   32.983914446,   5.40
1P,   1936-04-02T00:00:00.00, 129 56 20.6674, -16 52 26.7425,   33.004902188,   5.40
1P,   1936-04-22T00:00:00.00, 129 55  7.2783, -16 52 19.9780,   33.025787915,   5.40
1P,   1936-05-12T00:00:00.00, 129 53 53.9644, -16 52 13.2096,   33.046571679,   5.40
1P,   1936-06-01T00:00:00.00, 129 52 40.7256, -16 52  6.4371,   33.067253617,   5.40
1P,   1936-06-21T00:00:00.00, 129 51 27.5621, -16 51 59.6605,   33.087833869,   5.40
1P,   1936-07-11T00:00:00.00, 129 50 14.4739, -16 51 52.8799,   33.108312534,   5.40
1P,   1936-07-31T00:00:00.00, 129 49  1.4607, -16 51 46.0956,   33.128689631,   5.40
1P,   1936-08-20T00:00:00.00, 129 47 48.5199, -16 51 39.3078,   33.148965325,   5.40
1P,   1936-09-09T00:00:00.00, 129 46 35.6503, -16 51 32.5155,   33.169140102,   5.40
1P,   1936-09-29T00:00:00.00, 129 45 22.8521, -16 51 25.7180,   33.189214451,   5.40
1P,   1936-10-19T00:00:00.00, 129 44 10.1273, -16 51 18.9146,   33.209188747,   5.40
1P,   1936-11-08T00:00:00.00, 129 42 57.4769, -16 51 12.1053,   33.229063114,   5.40
1P,   1936-11-28T00:00:00.00, 129 41 44.9019, -16 51  5.2898,   33.248837784,   5.40
1P,   1936-12-18T00:00:00.00, 129 40 32.4043, -16 50 58.4680,   33.268512846,   5.40
1P,   1937-01-07T00:00:00.00, 129 39 19.9854, -16 50 51.6402,   33.288088223,   5.40
1P,   1937-01-27T00:00:00.00, 129 38  7.6455, -16 50 44.8072,   33.307563612,   5.40
1P,   1937-02-16T00:00:00.00, 129 36 55.3820, -16 50 37.9698,   33.326938886,   5.40
1P,   1937-03-08T00:00:00.00, 129 35 43.1923, -16 50 31.1279,   33.346214194,   5.40
1P,   1937-03-28T00:00:00.00, 129 34 31.0745, -16 50 24.2810,   33.365389821,   5.40
1P,   1937-04-17T00:00:00.00, 129 33 19.0273, -16 50 17.4288,   33.384466111,   5.40
1P,   1937-05-07T00:00:00.00, 129 32  7.0489, -16 50 10.5708,   33.403443462,   5.40
1P,   1937-05-27T00:00:00.00, 129 30 55.1389, -16 50  3.7058,   33.422322547,   5.40
1P,   1937-06-16T00:00:00.00, 129 29 43.2992, -16 49 56.8327,   33.441103942,   5.40
1P,   1937-07-06T00:00:00.00, 129 28 31.5330, -16 49 49.9508,   33.459788013,   5.40
1P,   1937-07-26T00:00:00.00, 129 27 19.8431, -16 49 43.0604,   33.478374763,   5.40
1P,   1937-08-15T00:00:00.00, 129 26  8.2307, -16 49 36.1617,   33.496864237,   5.40
1P,   1937-09-04T00:00:00.00, 129 24 56.6976, -16 49 29.2547,   33.515256416,   5.40
1P,   1937-09-24T00:00:00.00, 129 23 45.2449, -16 49 22.3399,   33.533551178,   5.40
1P,   1937-10-14T00:00:00.00, 129 22 33.8727, -16 49 15.4183,   33.551748281,   5.40
1P,   1937-11-03T00:00:00.00, 129 21 22.5788, -16 49  8.4902,   33.569847620,   5.40
1P,   1937-11-23T00:00:00.00, 129 20 11.3615, -16 49  1.5553,   33.587849433,   5.40
1P,   1937-12-13T00:00:00.00, 129 19  0.2203, -16 48 54.6133,   33.605754025,   5.40
1P,   1938-01-02T00:00:00.00, 129 17 49.1557, -16 48 47.6635,   33.623561664,   5.40
1P,   1938-01-22T00:00:00.00, 129 16 38.1680, -16 48 40.7062,   33.641272463,   5.40
1P,   1938-02-11T00:00:00.00, 129 15 27.2575, -16 48 33.7406,   33.658886710,   5.40
1P,   1938-03-03T00:00:00.00, 129 14 16.4257, -16 48 26.7664,   33.676404598,   5.40
1P,   1938-03-23T00:00:00.00, 129 13  5.6745, -16 48 19.7838,   33.693826157,   5.40
1P,   1938-04-12T00:00:00.00, 129 11 55.0050, -16 48 12.7935,   33.711151162,   5.40
1P,   1938-05-02T00:00:00.00, 129 10 44.4158, -16 48  5.7959,   33.728379509,   5.40
1P,   1938-05-22T00:00:00.00, 129  9 33.9058, -16 47 58.7911,   33.745511290,   5.40
1P,   1938-06-11T00:00:00.00, 129  8 23.4743, -16 47 51.7789,   33.762546663,   5.40
1P,   1938-07-01T00:00:00.00, 129  7 13.1209, -16 47 44.7593,   33.779485801,   5.40
1P,   1938-07-21T00:00:00.00, 129  6  2.8445, -16 47 37.7321,   33.796328920,   5.40
1P,   1938-08-10T00:00:00.00, 129  4 52.6451, -16 47 30.6964,   33.813076512,   5.40
1P,   1938-08-30T00:00:00.00, 129  3 42.5249, -16 47 23.6514,   33.829728978,   5.40
1P,   1938-09-19T00:00:00.00, 129  2 32.4871, -16 47 16.5969,   33.846286513,   5.40
1P,   1938-10-09T00:00:00.00, 129  1 22.5345, -16 47  9.5333,   33.862748952,   5.40
1P,   1938-10-29T00:00:00.00, 129  0 12.6687, -16 47  2.4610,   33.879116164,   5.40
1P,   1938-11-18T00:00:00.00, 128 59  2.8911, -16 46 55.3805,   33.895387940,   5.40
1P,   1938-12-08T00:00:00.00, 128 57 53.2027, -16 46 48.2924,   33.911563963,   5.40
1P,   1938-12-28T00:00:00.00, 128 56 43.6031, -16 46 41.1981,   33.927643794,   5.40
1P,   1939-01-17T00:00:00.00, 128 55 34.0892, -16 46 34.0982,   33.943627169,   5.40
1P,   1939-02-06T00:00:00.00, 128 54 24.6584, -16 46 26.9926,   33.959514214,   5.40
1P,   1939-02-26T00:00:00.00, 128 53 15.3089, -16 46 19.8809,   33.975305194,   5.40
1P,   1939-03-18T00:00:00.00, 128 52  6.0405, -16 46 12.7628,   33.991000403,   5.40
1P,   1939-04-07T00:00:00.00, 128 50 56.8530, -16 46  5.6379,   34.006600029,   5.40
1P,   1939-04-27T00:00:00.00, 128 49 47.7466, -16 45 58.5056,   34.022104453,   5.40
1P,   1939-05-17T00:00:00.00, 128 48 38.7235, -16 45 51.3653,   34.037513931,   5.40
1P,   1939-06-06T00:00:00.00, 128 47 29.7865, -16 45 44.2171,   34.052828508,   5.40
1P,   1939-06-26T00:00:00.00, 128 46 20.9378, -16 45 37.0617,   34.068047902,   5.40
1P,   1939-07-16T00:00:00.00, 128 45 12.1771, -16 45 29.8999,   34.083171877,   5.40
1P,   1939-08-05T00:00:00.00, 128 44  3.5044, -16 45 22.7319,   34.098200309,   5.40
1P,   1939-08-25T00:00:00.00, 128 42 54.9195, -16 45 15.5582,   34.113133084,   5.40
1P,   1939-09-14T00:00:00.00, 128 41 46.4223, -16 45  8.3792,   34.127970073,   5.40
1P,   1939-10-04T00:00:00.00, 128 40 38.0108, -16 45  1.1953,   34.142711199,   5.40
1P,   1939-10-24T00:00:00.00, 128 39 29.6845, -16 44 54.0062,   34.157356699,   5.40
1P,   1939-11-13T00:00:00.00, 128 38 21.4439, -16 44 46.8114,   34.171906770,   5.40
1P,   1939-12-03T00:00:00.00, 128 37 13.2912, -16 44 39.6107,   34.186361461,   5.40
1P,   1939-12-23T00:00:00.00, 128 36  5.2277, -16 44 32.4049,   34.200720519,   5.40
1P,   1940-01-12T00:00:00.00, 128 34 57.2536, -16 44 25.1944,   34.214983779,   5.40
1P,   1940-02-01T00:00:00.00, 128 33 49.3695, -16 44 17.9794,   34.229151036,   5.40
1P,   1940-02-21T00:00:00.00, 128 32 41.5756, -16 44 10.7607,   34.243221989,   5.40
1P,   1940-03-12T00:00:00.00, 128 31 33.8710, -16 44  3.5394,   34.257196215,   5.40
1P,   1940-04-01T00:00:00.00, 128 30 26.2525, -16 43 56.3163,   34.271073453,   5.40
1P,   1940-04-21T00:00:00.00, 128 29 18.7171, -16 43 49.0912,   34.284853810,   5.40
1P,   1940-05-11T00:00:00.00, 128 28 11.2630, -16 43 41.8638,   34.298537516,   5.40
1P,   1940-05-31T00:00:00.00, 128 27  3.8899, -16 43 34.6337,   34.312124825,   5.40
1P,   1940-06-20T00:00:00.00, 128 25 56.5973, -16 43 27.4009,   34.325615882,   5.40
1P,   1940-07-10T00:00:00.00, 128 24 49.3855, -16 43 20.1647,   34.339011019,   5.40
1P,   1940-07-30T00:00:00.00, 128 23 42.2565, -16 43 12.9248,   34.352310427,   5.40
1P,   1940-08-19T00:00:00.00, 128 22 35.2132, -16 43  5.6811,   34.365514056,   5.40
1P,   1940-09-08T00:00:00.00, 128 21 28.2577, -16 42 58.4346,   34.378621499,   5.40
1P,   1940-09-28T00:00:00.00, 128 20 21.3897, -16 42 51.1863,   34.391632358,   5.40
1P,   1940-10-18T00:00:00.00, 128 19 14.6091, -16 42 43.9369,   34.404546307,   5.40
1P,   1940-11-07T00:00:00.00, 128 18  7.9147, -16 42 36.6872,   34.417363008,   5.40
1P,   1940-11-27T00:00:00.00, 128 17  1.3051, -16 42 29.4379,   34.430082115,   5.40
1P,   1940-12-17T00:00:00.00, 128 15 54.7768, -16 42 22.1898,   34.442703390,   5.40
1P,   1941-01-06T00:00:00.00, 128 14 48.3270, -16 42 14.9426,   34.455226990,   5.40
1P,   1941-01-26T00:00:00.00, 128 13 41.9542, -16 42  7.6959,   34.467653131,   5.40
1P,   1941-02-15T00:00:00.00, 128 12 35.6588, -16 42  0.4494,   34.479981972,   5.40
1P,   1941-03-07T00:00:00.00, 128 11 29.4405, -16 41 53.2033,   34.492213441,   5.40
1P,   1941-03-27T00:00:00.00, 128 10 23.2989, -16 41 45.9575,   34.504347586,   5.40
1P,   1941-04-16T00:00:00.00, 128  9 17.2343, -16 41 38.7121,   34.516384395,   5.40
1P,   1941-05-06T00:00:00.00, 128  8 11.2473, -16 41 31.4674,   34.528323716,   5.40
1P,   1941-05-26T00:00:00.00, 128  7  5.3377, -16 41 24.2244,   34.540165193,   5.40
1P,   1941-06-15T00:00:00.00, 128  5 59.5027, -16 41 16.9837,   34.551908559,   5.40
1P,   1941-07-05T00:00:00.00, 128  4 53.7401, -16 41  9.7455,   34.563553846,   5.40
1P,   1941-07-25T00:00:00.00, 128  3 48.0480, -16 41  2.5096,   34.575101165,   5.40
1P,   1941-08-14T00:00:00.00, 128  2 42.4257, -16 40 55.2758,   34.586550647,   5.40
1P,   1941-09-03T00:00:00.00, 128  1 36.8722, -16 40 48.0444,   34.597902335,   5.40
1P,   1941-09-23T00:00:00.00, 128  0 31.3868, -16 40 40.8147,   34.609156483,   5.40
1P,   1941-10-13T00:00:00.00, 127 59 25.9708, -16 40 33.5864,   34.620313230,   5.40
1P,   1941-11-02T00:00:00.00, 127 58 20.6261, -16 40 26.3596,   34.631372489,   5.40
1P,   1941-11-22T00:00:00.00, 127 57 15.3539, -16 40 19.1353,   34.642333832,   5.40
1P,   1941-12-12T00:00:00.00, 127 56 10.1530, -16 40 11.9143,   34.653196857,   5.40
1P,   1942-01-01T00:00:00.00, 127 55  5.0220, -16 40  4.6972,   34.663961245,   5.40
1P,   1942-01-21T00:00:00.00, 127 53 59.9589, -16 39 57.4849,   34.674626681,   5.40
1P,   1942-02-10T00:00:00.00, 127 52 54.9612, -16 39 50.2779,   34.685192865,   5.40
1P,   1942-03-02T00:00:00.00, 127 51 50.0240, -16 39 43.0769,   34.695659656,   5.40
1P,   1942-03-22T00:00:00.00, 127 50 45.1437, -16 39 35.8813,   34.706027352,   5.40
1P,   1942-04-11T00:00:00.00, 127 49 40.3181, -16 39 28.6904,   34.716296347,   5.40
1P,   1942-05-01T00:00:00.00, 127 48 35.5468, -16 39 21.5034,   34.726467002,   5.40
1P,   1942-05-21T00:00:00.00, 127 47 30.8299, -16 39 14.3203,   34.736539440,   5.40
1P,   1942-06-10T00:00:00.00, 127 46 26.1671, -16 39  7.1407,   34.746513882,   5.40
1P,   1942-06-30T00:00:00.00, 127 45 21.5596, -16 38 59.9643,   34.756390435,   5.40
1P,   1942-07-20T00:00:00.00, 127 44 17.0085, -16 38 52.7913,   34.766169001,   5.40
1P,   1942-08-09T00:00:00.00, 127 43 12.5145, -16 38 45.6225,   34.775849213,   5.40
1P,   1942-08-29T00:00:00.00, 127 42  8.0755, -16 38 38.4589,   34.785430731,   5.40
1P,   1942-09-18T00:00:00.00, 127 41  3.6893, -16 38 31.3007,   34.794913464,   5.40
1P,   1942-10-08T00:00:00.00, 127 39 59.3538, -16 38 24.1480,   34.804297385,   5.40
1P,   1942-10-28T00:00:00.00, 127 38 55.0675, -16 38 17.0010,   34.813582501,   5.40
1P,   1942-11-17T00:00:00.00, 127 37 50.8279, -16 38  9.8597,   34.822768792,   5.40
1P,   1942-12-07T00:00:00.00, 127 36 46.6332, -16 38  2.7236,   34.831856521,   5.40
1P,   1942-12-27T00:00:00.00, 127 35 42.4830, -16 37 55.5924,   34.840845909,   5.40
1P,   1943-01-16T00:00:00.00, 127 34 38.3780, -16 37 48.4656,   34.849737025,   5.40
1P,   1943-02-05T00:00:00.00, 127 33 34.3184, -16 37 41.3439,   34.858529652,   5.40
1P,   1943-02-25T00:00:00.00, 127 32 30.3024, -16 37 34.2277,   34.867223632,   5.40
1P,   1943-03-17T00:00:00.00, 127 31 26.3290, -16 37 27.1170,   34.875818883,   5.40
1P,   1943-04-06T00:00:00.00, 127 30 22.3963, -16 37 20.0122,   34.884315293,   5.40
1P,   1943-04-26T00:00:00.00, 127 29 18.5026, -16 37 12.9137,   34.892712714,   5.40
1P,   1943-05-16T00:00:00.00, 127 28 14.6437, -16 37  5.8219,   34.901011106,   5.40
1P,   1943-06-05T00:00:00.00, 127 27 10.8165, -16 36 58.7362,   34.909210833,   5.40
1P,   1943-06-25T00:00:00.00, 127 26  7.0194, -16 36 51.6556,   34.917312334,   5.40
1P,   1943-07-15T00:00:00.00, 127 25  3.2524, -16 36 44.5796,   34.925316004,   5.40
1P,   1943-08-04T00:00:00.00, 127 23 59.5158, -16 36 37.5079,   34.933222006,   5.40
1P,   1943-08-24T00:00:00.00, 127 22 55.8098, -16 36 30.4399,   34.941030589,   5.40
1P,   1943-09-13T00:00:00.00, 127 21 52.1358, -16 36 23.3754,   34.948741871,   5.40
1P,   1943-10-03T00:00:00.00, 127 20 48.4956, -16 36 16.3146,   34.956355739,   5.40
1P,   1943-10-23T00:00:00.00, 127 19 44.8900, -16 36  9.2583,   34.963871782,   5.40
1P,   1943-11-12T00:00:00.00, 127 18 41.3169, -16 36  2.2074,   34.971289593,   5.40
1P,   1943-12-02T00:00:00.00, 127 17 37.7739, -16 35 55.1625,   34.978608999,   5.40
1P,   1943-12-22T00:00:00.00, 127 16 34.2583, -16 35 48.1236,   34.985829910,   5.40
1P,   1944-01-11T00:00:00.00, 127 15 30.7675, -16 35 41.0908,   34.992952320,   5.40
1P,   1944-01-31T00:00:00.00, 127 14 27.2979, -16 35 34.0644,   34.999976281,   5.40
1P,   1944-02-20T00:00:00.00, 127 13 23.8464, -16 35 27.0434,   35.006902216,   5.40
1P,   1944-03-11T00:00:00.00, 127 12 20.4122, -16 35 20.0269,   35.013730575,   5.40
1P,   1944-03-31T00:00:00.00, 127 11 16.9955, -16 35 13.0142,   35.020461695,   5.40
1P,   1944-04-20T00:00:00.00, 127 10 13.5972, -16 35  6.0053,   35.027095621,   5.40
1P,   1944-05-10T00:00:00.00, 127  9 10.2164, -16 34 59.0002,   35.033632426,   5.40
1P,   1944-05-30T00:00:00.00, 127  8  6.8533, -16 34 51.9986,   35.040072181,   5.40
